ETA,Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024-07-08T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,50075,0,45020,Factory to port,True,DealerHold,5TDABAA58RS26G492,Gulf Coast Toyota,TX
2024-07-17T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48985,0,45020,Factory to port,False,Available,5TDABAA58RS26G511,Bob Tyler Toyota,FL
2024-07-28,2024,XLE FWD,Storm Cloud,45020,50068,4079,49099,Factory to port,False,,5TDABAA58RS27D023,Toyota of Huntington Beach,CA
2024-07-24T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,50215,0,45020,Factory to port,False,DealerHold,5TDABAA58RS27D555,Stokes Toyota Hilton Head,SC
2024-08-07T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,49683,0,45020,Factory to port,False,Available,5TDABAA58RS28F513,Toyota of Greenville,SC
Unknown,2024,XLE FWD,Wind Chill Pearl,45020,47901,0,45020,Port to dealer,False,DealerHold,5TDABAA59RS001415,Toyota of Downtown LA,CA
2024-06-04T00:00:00.000Z,2024,XLE FWD,Ruby Flare Pearl,45020,50075,0,45020,At dealer,False,DealerHold,5TDABAA59RS001513,Fred Haas Toyota World,TX
2024-08-07T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,49985,0,45020,Factory to port,False,Available,5TDABAA59RS001608,Toyota of Vero Beach,FL
Unknown,2024,XLE FWD,Coastal Cream,45020,48876,0,45020,Factory to port,False,Available,5TDABAA59RS001611,Classic Toyota,TX
Unknown,2024,XLE FWD,Wind Chill Pearl,45020,50060,2899,47919,Port to dealer,False,,5TDABAA59RS001625,AutoNation Toyota Cerritos,CA
Unknown,2024,XLE FWD,Wind Chill Pearl,45020,48985,0,45020,Factory to port,False,Available,5TDABAA59RS001639,Rivertown Toyota,GA
2024-08-07T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48985,0,45020,Factory to port,False,Available,5TDABAA59RS001642,Toyota of Vero Beach,FL
