ETA,Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024-05-24,2024,Platinum AWD,Wind Chill Pearl,53795,56642,0,53795,Factory to port,False,DealerHold,5TDAAAB50RS18G198,Toyota of Gallatin,TN
2024-05-21,2024,XLE AWD,Midnight Black Metallic,44920,48862,0,44920,Factory to port,False,,5TDAAAB50RS18G217,Mungenast Alton Toyota,IL
2024-05-24,2024,Platinum AWD,Midnight Black Metallic,53795,55852,0,53795,Factory to port,False,,5TDAAAB50RS18G220,Toyota of Bowling Green,KY
2024-06-08,2024,Platinum AWD,Storm Cloud,53795,57408,0,53795,Factory to port,False,,5TDAAAB50RS18G492,Route 22 Toyota,NJ
2024-06-10,2024,Platinum AWD,Wind Chill Pearl,53795,56122,0,53795,Factory to port,False,DealerHold,5TDAAAB50RS18G508,"Stapp Interstate Toyota, Inc.",CO
2024-06-04,2024,Platinum AWD,Wind Chill Pearl,53795,57602,0,53795,Factory to port,False,,5TDAAAB50RS18G525,Luther Brookdale Toyota,MN
2024-06-07,2024,Limited AWD,Wind Chill Pearl,49710,55946,2190,51900,Factory to port,False,,5TDAAAB50RS18G573,Sansone Toyota,NJ
2024-06-08,2024,Platinum AWD,Ruby Flare Pearl,53795,61121,0,53795,Factory to port,False,,5TDAAAB50RS18G699,Modesto Toyota,CA
2024-06-08,2024,Limited AWD,Storm Cloud,49710,52218,0,49710,Factory to port,False,,5TDAAAB50RS18G704,Mechanicsville Toyota,VA
2024-06-12,2024,XLE AWD,Wind Chill Pearl,44920,47098,0,44920,Factory to port,False,,5TDAAAB50RS18G850,A-1 Toyota,CT
2024-06-01,2024,Limited AWD,Midnight Black Metallic,49710,53518,0,49710,Factory to port,True,,5TDAAAB50RS18G931,One Toyota of Oakland,CA
2024-05-29,2024,XLE AWD,Storm Cloud,44920,46673,0,44920,Factory to port,False,,5TDAAAB50RS18G945,Toyota of Bowling Green,KY
2024-06-04,2024,XLE AWD,Celestial Silver Metallic,44920,47407,0,44920,Factory to port,False,,5TDAAAB50RS18H058,Copeland Toyota,MA
2024-05-28,2024,XLE AWD,Midnight Black Metallic,44920,48302,0,44920,Factory to port,False,,5TDAAAB50RS18H142,Toyota on Nicholasville,KY
2023-11-24,2024,Platinum AWD,Storm Cloud,53545,57013,0,53545,At dealer,False,Available,5TDAAAB51RS025984,Balise Toyota,MA
2023-11-29,2024,Platinum AWD,Storm Cloud,53545,55602,0,53545,At dealer,True,DealerHold,5TDAAAB51RS027699,Atlantic Toyota,MA
2023-12-08,2024,Limited AWD,Midnight Black Metallic,49460,52881,0,49460,At dealer,False,Available,5TDAAAB51RS028156,Fox Toyota,MI
2024-04-01,2024,Platinum AWD,Ruby Flare Pearl,53545,56782,0,53545,At dealer,False,Available,5TDAAAB51RS028710,Tufankjian Toyota of Braintree,MA
2023-12-21,2024,Limited AWD,Midnight Black Metallic,49460,52596,0,49460,At dealer,False,,5TDAAAB51RS029596,Krause Toyota,PA
2024-01-03,2024,Limited AWD,Midnight Black Metallic,49460,52472,0,49460,At dealer,False,Available,5TDAAAB51RS031252,Jerry's Toyota,MD
Unknown,2024,Limited AWD,Storm Cloud,49460,53587,0,49460,Factory to port,False,DealerHold,5TDAAAB51RS032952,DARCARS Toyota of Frederick,MD
2024-01-05,2024,Limited AWD,Wind Chill Pearl,49460,55437,0,49460,At dealer,False,Available,5TDAAAB51RS033907,Herb Chambers Toyota of Boston,MA
2024-01-19,2024,XLE AWD,Wind Chill Pearl,44920,47328,0,44920,At dealer,False,,5TDAAAB51RS034927,Krause Toyota,PA
2024-02-16,2024,XLE AWD,Storm Cloud,44920,48652,0,44920,At dealer,False,DealerHold,5TDAAAB51RS037634,Luv Toyota,NY
2024-02-16,2024,XLE AWD,Celestial Silver Metallic,44920,46315,0,44920,At dealer,False,DealerHold,5TDAAAB51RS037648,Expressway Toyota,MA
2024-02-15,2024,Platinum AWD,Storm Cloud,53795,55802,0,53795,At dealer,False,,5TDAAAB51RS038654,Lia Toyota,MA
2024-02-27,2024,XLE AWD,Celestial Silver Metallic,44920,47881,0,44920,At dealer,False,DealerHold,5TDAAAB51RS038671,Bergeron Toyota,MI
2024-02-16,2024,Limited AWD,Coastal Cream,49710,53055,0,49710,At dealer,False,Available,5TDAAAB51RS039075,Toyota of Smithfield,RI
2024-02-20,2024,XLE AWD,Storm Cloud,44920,48023,0,44920,At dealer,False,DealerHold,5TDAAAB51RS039108,Lancaster Toyota,PA
