ETA,Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024-06-04T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,42420,46631,1494,43914,Factory to port,False,Available,5TDKDRAH0RS541663,Bob Howard Toyota,OK
2024-06-08T00:00:00.000Z,2024,Platinum FWD,Wind Chill Pearl,49725,52468,0,49725,At dealer,False,,5TDKDRAH0RS541713,Central Florida Toyota,FL
2024-05-28T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,42420,44847,0,42420,At dealer,False,Available,5TDKDRAH0RS541758,Toyota of Goldsboro,NC
2024-06-01T00:00:00.000Z,2024,XSE FWD,Midnight Black Metallic,44015,48893,0,44015,Factory to port,False,Available,5TDKDRAH0RS541761,Toyota of Hattiesburg,MS
2024-06-06T00:00:00.000Z,2024,XSE FWD,Magnetic Gray Metallic,44015,48426,0,44015,Factory to port,False,Available,5TDKDRAH0RS541775,Don McGill Toyota of Katy,TX
2024-05-22T00:00:00.000Z,2024,XSE FWD,Midnight Black Metallic,44015,47359,0,44015,At dealer,False,Available,5TDKDRAH0RS541808,Pat Lobb Toyota of McKinney,TX
2024-05-22T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,42420,47330,0,42420,At dealer,False,Available,5TDKDRAH0RS541825,Sterling McCall Toyota Fort Bend,TX
2024-05-23T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,42420,45585,0,42420,At dealer,False,Available,5TDKDRAH0RS541906,Fowler Toyota of Tulsa,OK
2024-05-23T00:00:00.000Z,2024,XSE FWD,Wind Chill Pearl,44015,48851,0,44015,Port to dealer,True,Available,5TDKDRAH0RS541923,Poe Toyota,TX
2024-05-23T00:00:00.000Z,2024,XSE FWD,Celestial Silver Metallic,44015,47877,2488,46503,At dealer,False,Available,5TDKDRAH0RS541985,Toyota of Plano,TX
2024-05-24T00:00:00.000Z,2024,XSE FWD,Magnetic Gray Metallic,44015,48426,0,44015,At dealer,False,Available,5TDKDRAH0RS542053,Toyota of Midland,TX
2024-06-03T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,42420,47366,0,42420,At dealer,False,Available,5TDKDRAH0RS542067,Toyota of Cedar Park,TX
2024-05-30T00:00:00.000Z,2024,XLE FWD,Magnetic Gray Metallic,42420,46631,0,42420,At dealer,False,Available,5TDKDRAH0RS542070,Sterling McCall Toyota Fort Bend,TX
2024-06-13,2024,XLE FWD,Wind Chill Pearl,42420,46137,4293,46713,Port to dealer,True,DealerHold,5TDKDRAH0RS542134,AutoNation Toyota Irvine,CA
2024-05-25T00:00:00.000Z,2024,Platinum FWD,Celestial Silver Metallic,49725,52890,1695,51420,At dealer,False,Available,5TDKDRAH0RS542179,All Star Toyota of Baton Rouge,LA
2024-06-03,2024,XSE FWD,Wind Chill Pearl,44015,47787,0,44015,At dealer,False,DealerHold,5TDKDRAH0RS542232,Big Two Toyota of Chandler,AZ
2024-05-25T00:00:00.000Z,2024,Limited FWD,Moon Dust,46525,50813,0,46525,At dealer,False,Available,5TDKDRAH0RS542246,Toyota of Hattiesburg,MS
2024-06-04T00:00:00.000Z,2024,Platinum FWD,Magnetic Gray Metallic,49725,52547,0,49725,At dealer,False,Available,5TDKDRAH0RS542263,Bondy's Enterprise Toyota,AL
2024-05-25T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,42420,46645,1485,43905,At dealer,False,Available,5TDKDRAH0RS542280,Toyota of Longview,TX
2024-05-26T00:00:00.000Z,2024,XSE FWD,Midnight Black Metallic,44015,46850,0,44015,At dealer,False,Available,5TDKDRAH0RS542313,Toyota of Ardmore,OK
2024-05-26T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,42420,46282,0,42420,At dealer,False,Available,5TDKDRAH0RS542358,Gray-Daniels Toyota,MS
2024-06-03,2024,XLE FWD,Midnight Black Metallic,42420,45961,0,42420,At dealer,False,Available,5TDKDRAH0RS542439,Toyota of Escondido,CA
2024-06-03T00:00:00.000Z,2024,XLE FWD,Moon Dust,42420,47480,0,42420,At dealer,False,,5TDKDRAH0RS542473,Miracle Toyota,FL
2024-06-05T00:00:00.000Z,2024,Limited FWD,Cypress,46525,51044,0,46525,At dealer,False,Available,5TDKDRAH0RS542487,Mike Johnson's Hickory Toyota,NC
2024-06-05,2024,Limited FWD,Ruby Flare Pearl,46525,49973,0,46525,At dealer,False,,5TDKDRAH0RS542540,Centennial Toyota,NV
2024-06-10T00:00:00.000Z,2024,XLE FWD,Moon Dust,42420,46651,0,42420,At dealer,False,Available,5TDKDRAH0RS542585,Ed Morse Delray Toyota,FL
2024-06-04T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,42420,45831,0,42420,Factory to port,False,Available,5TDKDRAH0RS542635,Mike Calvert Toyota,TX
